Frame;Time;Acc1X;Acc1Y;Acc1Z;Gy1X;Gy1Y;Gy1Z;Acc2X;Acc2Y;Acc2Z;Gy2X;Gy2Y;Gy2Z;WristLX;WristLY;WristLZ;WristLRotX;WristLRotY;WristLRotZ;PalmLX;PalmLY;PalmLZ;PalmLRotX;PalmLRotY;PalmLRotZ;WristRX;WristRY;WristRZ;WristRRotX;WristRRotY;WristRRotZ;PalmRX;PalmRY;PalmRZ;PalmRRotX;PalmRRotY;PalmRRotZ
1;4,635783;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1537;0,7205;-0,0118;5,1403;3,0745;34,8873;-0,1453;0,7127;0,0504;5,1403;3,0745;34,8873;0,0071;0,9810;0,2562;-5,8863;-2,8520;-3,9967;0,0010;0,9827;0,3195;-5,8863;-2,8520;-3,9967
2;4,663573;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1536;0,7205;-0,0118;5,1575;3,0754;34,8493;-0,1453;0,7127;0,0505;5,1575;3,0754;34,8493;0,0072;0,9813;0,2564;-5,8629;-2,8488;-3,9761;0,0011;0,9830;0,3197;-5,8629;-2,8488;-3,9761
3;4,691495;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1536;0,7205;-0,0116;5,1673;3,0852;34,8402;-0,1452;0,7127;0,0506;5,1673;3,0852;34,8402;0,0071;0,9816;0,2566;-5,8123;-2,8526;-3,9899;0,0010;0,9832;0,3199;-5,8123;-2,8526;-3,9899
4;4,71918;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1536;0,7203;-0,0115;5,1028;3,1330;34,8251;-0,1452;0,7125;0,0507;5,1028;3,1330;34,8251;0,0073;0,9816;0,2568;-5,7399;-2,9249;-3,9207;0,0011;0,9832;0,3201;-5,7399;-2,9249;-3,9207
5;4,747064;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1538;0,7199;-0,0117;5,0468;3,1715;34,7732;-0,1453;0,7122;0,0505;5,0468;3,1715;34,7732;0,0075;0,9816;0,2570;-5,7798;-3,0893;-3,7401;0,0011;0,9832;0,3202;-5,7798;-3,0893;-3,7401
6;4,774827;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1539;0,7196;-0,0116;5,0433;3,1819;34,7692;-0,1454;0,7119;0,0506;5,0433;3,1819;34,7692;0,0076;0,9815;0,2570;-5,8024;-3,2807;-3,3827;0,0010;0,9832;0,3202;-5,8024;-3,2807;-3,3827
7;4,802602;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1539;0,7195;-0,0117;5,0094;3,1911;34,8423;-0,1454;0,7118;0,0505;5,0094;3,1911;34,8423;0,0077;0,9816;0,2571;-5,8788;-3,4361;-3,0677;0,0010;0,9833;0,3203;-5,8788;-3,4361;-3,0677
8;4,830588;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1539;0,7195;-0,0118;4,9788;3,2147;34,8765;-0,1454;0,7119;0,0504;4,9788;3,2147;34,8765;0,0080;0,9817;0,2573;-5,9828;-3,5242;-2,9638;0,0012;0,9835;0,3204;-5,9828;-3,5242;-2,9638
9;4,858375;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1539;0,7191;-0,0117;4,8526;3,2293;34,8250;-0,1453;0,7116;0,0505;4,8526;3,2293;34,8250;0,0082;0,9816;0,2576;-5,9897;-3,5804;-2,9311;0,0014;0,9834;0,3207;-5,9897;-3,5804;-2,9311
10;4,886071;0;0;0;0;0;0;-0,3217;-0,842;-0,938;-8,44;3,47;2,61;-0,1540;0,7179;-0,0115;4,6404;3,2499;34,7035;-0,1454;0,7107;0,0508;4,6404;3,2499;34,7035;0,0085;0,9811;0,2582;-6,0042;-3,6167;-2,9721;0,0016;0,9830;0,3213;-6,0042;-3,6167;-2,9721
