Frame;Time;Acc1X;Acc1Y;Acc1Z;Gy1X;Gy1Y;Gy1Z;Acc2X;Acc2Y;Acc2Z;Gy2X;Gy2Y;Gy2Z;WristLX;WristLY;WristLZ;WristLRotX;WristLRotY;WristLRotZ;PalmLX;PalmLY;PalmLZ;PalmLRotX;PalmLRotY;PalmLRotZ;WristRX;WristRY;WristRZ;WristRRotX;WristRRotY;WristRRotZ;PalmRX;PalmRY;PalmRZ;PalmRRotX;PalmRRotY;PalmRRotZ
1;5,182343;-0,0186;0,0308;0,2468;-1,1;1,11;0,78;0;-0,7156;-0,7319;-7,63;-2,21;-2,7;-0,2741;0,9515;0,0537;-56,8522;-37,6267;86,6410;-0,2904;1,0064;0,0842;-56,8522;-37,6267;86,6410;0,0182;0,9681;0,2738;-6,4417;-0,8625;-1,2602;0,0142;0,9706;0,3377;-6,4417;-0,8625;-1,2602
2;5,210258;-0,0085;0,0234;0,2444;-0,91;1;1,08;0;-0,7166;-0,7476;-6,89;-3,66;-2,02;-0,2736;0,9518;0,0536;-56,7548;-37,7420;86,7087;-0,2900;1,0067;0,0842;-56,7548;-37,7420;86,7087;0,0178;0,9665;0,2742;-6,7293;-0,6922;-1,7736;0,0140;0,9694;0,3380;-6,7293;-0,6922;-1,7736
3;5,237801;-0,0024;0,0281;0,2468;-0,97;1,06;1,03;0;-0,7197;-0,7585;-6,83;-2,37;-1,98;-0,2728;0,9520;0,0529;-56,5138;-37,9810;86,8795;-0,2895;1,0068;0,0836;-56,5138;-37,9810;86,8795;0,0177;0,9653;0,2746;-7,2181;-0,6700;-2,4242;0,0138;0,9688;0,3384;-7,2181;-0,6700;-2,4242
4;5,265652;-0,0054;0,0244;0,2468;-0,85;1,68;1,31;0;-0,7153;-0,7605;-6,9;-0,85;-1,85;-0,2722;0,9529;0,0517;-56,1635;-37,7741;86,8167;-0,2890;1,0074;0,0827;-56,1635;-37,7741;86,8167;0,0174;0,9651;0,2745;-7,9104;-0,5847;-3,1322;0,0135;0,9694;0,3383;-7,9104;-0,5847;-3,1322
5;5,29357;-0,0076;0,0247;0,2471;-0,94;0,73;0,86;0;-0,7065;-0,7627;-7,49;0,3;-1,2;-0,2713;0,9531;0,0502;-56,1112;-37,6733;86,8522;-0,2881;1,0076;0,0813;-56,1112;-37,6733;86,8522;0,0171;0,9647;0,2744;-8,3605;-0,3646;-3,4391;0,0135;0,9695;0,3381;-8,3605;-0,3646;-3,4391
6;5,321338;0,0049;0,0227;0,2515;-1,4;0,92;0,05;0;-0,7129;-0,7634;-8,1;0,42;-1,31;-0,2710;0,9534;0,0491;-56,0278;-37,5671;86,8751;-0,2878;1,0078;0,0803;-56,0278;-37,5671;86,8751;0,0167;0,9641;0,2741;-8,7120;-0,2258;-3,7844;0,0131;0,9694;0,3378;-8,7120;-0,2258;-3,7844
7;5,349286;-0,002;0,022;0,2532;-1,29;1,34;0,07;0;-0,7188;-0,7456;-8,23;2,59;-2,17;-0,2707;0,9536;0,0491;-55,8529;-37,6480;87,1600;-0,2877;1,0079;0,0803;-55,8529;-37,6480;87,1600;0,0167;0,9642;0,2739;-8,6722;-0,2673;-3,8078;0,0132;0,9694;0,3376;-8,6722;-0,2673;-3,8078
8;5,377325;-0,0027;0,0217;0,2502;-0,58;0,85;0;0;-0,7256;-0,7507;-7,73;1,78;-2,82;-0,2706;0,9536;0,0490;-55,6410;-37,7021;87,4123;-0,2877;1,0078;0,0803;-55,6410;-37,7021;87,4123;0,0168;0,9647;0,2738;-8,6120;-0,3391;-3,8097;0,0131;0,9698;0,3375;-8,6120;-0,3391;-3,8097
9;5,40558;-0,0059;0,02;0,2461;-0,07;1,72;-0,08;0;-0,7195;-0,7495;-7,76;1,44;-3,75;-0,2705;0,9539;0,0490;-55,5290;-37,5825;87,4330;-0,2876;1,0080;0,0804;-55,5290;-37,5825;87,4330;0,0167;0,9650;0,2737;-8,5724;-0,3897;-3,8160;0,0130;0,9700;0,3374;-8,5724;-0,3897;-3,8160
10;5,432608;-0,0046;0,0269;0,2456;0,37;0,63;-0,13;0;-0,7024;-0,7537;-8,18;3,61;-3,34;-0,2707;0,9541;0,0488;-55,4398;-37,6071;87,4617;-0,2878;1,0082;0,0804;-55,4398;-37,6071;87,4617;0,0165;0,9651;0,2740;-8,5632;-0,3610;-3,8498;0,0128;0,9702;0,3377;-8,5632;-0,3610;-3,8498
11;5,460687;-0,0002;0,0232;0,2507;0,53;0,92;0,21;0;-0,707;-0,7546;-8,63;5,03;-2,82;-0,2703;0,9543;0,0490;-55,3292;-37,8317;87,6514;-0,2876;1,0083;0,0805;-55,3292;-37,8317;87,6514;0,0162;0,9652;0,2741;-8,5034;-0,3553;-3,8586;0,0125;0,9702;0,3379;-8,5034;-0,3553;-3,8586
12;5,488461;0,0007;0,0266;0,25;0,05;1,53;-0,15;0;-0,7097;-0,7581;-10,14;12,89;-4,02;-0,2699;0,9544;0,0490;-55,1998;-38,1080;88,0327;-0,2874;1,0083;0,0806;-55,1998;-38,1080;88,0327;0,0160;0,9654;0,2743;-8,4596;-0,3455;-3,8680;0,0123;0,9704;0,3380;-8,4596;-0,3455;-3,8680
13;5,516599;-0,0056;0,0232;0,2493;-0,08;0,6;-0,82;0;-0,7119;-0,7395;-10,27;16,72;-5,11;-0,2692;0,9544;0,0495;-55,0350;-38,5872;88,7992;-0,2871;1,0083;0,0810;-55,0350;-38,5872;88,7992;0,0158;0,9657;0,2741;-8,4304;-0,3285;-3,8748;0,0122;0,9706;0,3379;-8,4304;-0,3285;-3,8748
14;5,544326;-0,0046;0,0269;0,2505;-0,15;-0,21;-1,21;0;-0,7014;-0,7158;-11,08;12,63;-3,31;-0,2692;0,9543;0,0497;-55,0134;-38,8909;89,3239;-0,2872;1,0082;0,0810;-55,0134;-38,8909;89,3239;0,0158;0,9655;0,2739;-8,5102;-0,2840;-4,5808;0,0121;0,9705;0,3376;-8,5102;-0,2840;-4,5808
15;5,572369;-0,0012;0,0273;0,25;0,41;1,55;-0,35;0;-0,6992;-0,7197;-10,91;10,08;-2,54;-0,2691;0,9543;0,0498;-54,9674;-38,9048;89,4007;-0,2872;1,0082;0,0812;-54,9674;-38,9048;89,4007;0,0158;0,9652;0,2739;-8,8062;-0,1169;-6,3866;0,0122;0,9707;0,3375;-8,8062;-0,1169;-6,3866
16;5,600348;-0,0024;0,0273;0,2466;0,37;2,07;0,04;0;-0,6987;-0,7336;-11,4;12,52;-3,22;-0,2689;0,9547;0,0496;-54,5777;-38,5818;89,1941;-0,2871;1,0084;0,0813;-54,5777;-38,5818;89,1941;0,0160;0,9652;0,2742;-8,6203;-0,0893;-7,2213;0,0124;0,9705;0,3379;-8,6203;-0,0893;-7,2213
