Frame;Time;Acc1X;Acc1Y;Acc1Z;Gy1X;Gy1Y;Gy1Z;Acc2X;Acc2Y;Acc2Z;Gy2X;Gy2Y;Gy2Z;WristLX;WristLY;WristLZ;WristLRotX;WristLRotY;WristLRotZ;PalmLX;PalmLY;PalmLZ;PalmLRotX;PalmLRotY;PalmLRotZ;WristRX;WristRY;WristRZ;WristRRotX;WristRRotY;WristRRotZ;PalmRX;PalmRY;PalmRZ;PalmRRotX;PalmRRotY;PalmRRotZ
1;4,748308;0;0;0;0;0;0;-0,2561;-0,4023;0,5898;-11,28;2,09;1,53;-0,3421;0,9263;0,0056;-49,5049;-29,8260;83,1358;-0,3573;0,9757;0,0432;-49,5049;-29,8260;83,1358;0,0212;0,9674;0,2939;1,9942;-2,4871;8,5668;0,0162;0,9603;0,3565;1,9942;-2,4871;8,5668
2;4,775881;0;0;0;0;0;0;-0,2397;-0,4048;0,6074;-9,96;-4,99;-1,09;-0,3421;0,9263;0,0060;-49,4747;-29,8678;83,2069;-0,3574;0,9757;0,0436;-49,4747;-29,8678;83,2069;0,0193;0,9659;0,2952;1,9884;-2,4505;8,5378;0,0144;0,9587;0,3578;1,9884;-2,4505;8,5378
3;4,803942;0;0;0;0;0;0;-0,231;-0,405;0,5852;-8,86;-1,37;-1,24;-0,3428;0,9268;0,0066;-49,3598;-29,8581;83,2696;-0,3581;0,9762;0,0443;-49,3598;-29,8581;83,2696;0,0181;0,9647;0,2959;1,9675;-2,4110;8,5228;0,0132;0,9576;0,3586;1,9675;-2,4110;8,5228
4;4,832003;0;0;0;0;0;0;-0,2373;-0,4097;0,5828;-8,93;2,84;-1,08;-0,3432;0,9268;0,0065;-49,2657;-29,5960;83,1854;-0,3583;0,9761;0,0443;-49,2657;-29,5960;83,1854;0,0174;0,9646;0,2954;1,8528;-2,3512;8,4185;0,0125;0,9576;0,3581;1,8528;-2,3512;8,4185
5;4,859568;0;0;0;0;0;0;-0,2444;-0,4111;0,5842;-9,03;3,92;-0,19;-0,3434;0,9268;0,0067;-49,3356;-29,5867;83,1859;-0,3585;0,9761;0,0445;-49,3356;-29,5867;83,1859;0,0165;0,9649;0,2948;1,9526;-2,3792;8,6359;0,0116;0,9577;0,3575;1,9526;-2,3792;8,6359
6;4,88735;0;0;0;0;0;0;-0,26;-0,406;0,5818;-9,47;-2,27;-0,22;-0,3437;0,9265;0,0068;-49,4126;-29,6236;83,2700;-0,3588;0,9759;0,0445;-49,4126;-29,6236;83,2700;0,0165;0,9651;0,2946;2,1706;-2,4779;9,1923;0,0115;0,9577;0,3573;2,1706;-2,4779;9,1923
7;4,915125;0;0;0;0;0;0;-0,2468;-0,4043;0,5728;-10,21;-6,12;-0,18;-0,3439;0,9263;0,0069;-49,5422;-29,6524;83,4206;-0,3590;0,9758;0,0445;-49,5422;-29,6524;83,4206;0,0165;0,9653;0,2944;2,5973;-2,6162;9,7507;0,0115;0,9574;0,3570;2,5973;-2,6162;9,7507
8;4,943056;0;0;0;0;0;0;-0,2429;-0,4172;0,5815;-9,98;-6,83;-0,44;-0,3445;0,9259;0,0066;-49,6225;-29,4897;83,5483;-0,3594;0,9755;0,0442;-49,6225;-29,4897;83,5483;0,0164;0,9657;0,2940;2,8121;-2,6227;10,3687;0,0114;0,9576;0,3566;2,8121;-2,6227;10,3687
9;4,984964;0;0;0;0;0;0;-0,2349;-0,4146;0,584;-9,36;0,27;1,21;-0,3451;0,9253;0,0067;-49,7597;-29,4392;83,5853;-0,3599;0,9750;0,0441;-49,7597;-29,4392;83,5853;0,0159;0,9663;0,2935;2,8238;-2,5473;10,6954;0,0110;0,9582;0,3561;2,8238;-2,5473;10,6954
10;5,012667;0;0;0;0;0;0;-0,2363;-0,3958;0,5793;-7,4;2,92;1,82;-0,3454;0,9250;0,0067;-49,8553;-29,4760;83,5843;-0,3602;0,9748;0,0441;-49,8553;-29,4760;83,5843;0,0157;0,9663;0,2934;2,8159;-2,5196;10,7760;0,0109;0,9582;0,3560;2,8159;-2,5196;10,7760
11;5,040552;0;0;0;0;0;0;-0,2388;-0,4067;0,5918;-5,17;2,62;2,18;-0,3455;0,9250;0,0064;-49,9226;-29,5083;83,5098;-0,3603;0,9748;0,0437;-49,9226;-29,5083;83,5098;0,0152;0,9662;0,2931;2,5301;-2,4342;11,0193;0,0104;0,9584;0,3557;2,5301;-2,4342;11,0193
12;5,06843;0;0;0;0;0;0;-0,2266;-0,4004;0,5771;-3,47;3,57;2,11;-0,3454;0,9250;0,0061;-49,9308;-29,5007;83,4874;-0,3602;0,9748;0,0434;-49,9308;-29,5007;83,4874;0,0146;0,9662;0,2927;2,1858;-2,4176;11,0659;0,0099;0,9587;0,3554;2,1858;-2,4176;11,0659
